Latitude modul,Longitude modul,Sat count,Speed,Alt,Dates
-5.372178, 105.250104, 8, 0.07, 123.80, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 123.80, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 123.80, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 123.80, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 123.80, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 124.00, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 124.00, 14/9/2021
-5.372177, 105.250103, 8, 0.17, 124.00, 14/9/2021
-5.372176, 105.250102, 8, 0.11, 124.00, 14/9/2021
-5.372176, 105.250102, 8, 0.11, 124.00, 14/9/2021
-5.372176, 105.250102, 8, 0.11, 124.00, 14/9/2021
-5.372176, 105.250102, 8, 0.26, 124.00, 14/9/2021
-5.372176, 105.250102, 8, 0.26, 124.00, 14/9/2021
-5.372176, 105.250102, 8, 0.26, 124.20, 14/9/2021
-5.372176, 105.250102, 8, 0.26, 124.20, 14/9/2021
-5.372176, 105.250102, 8, 0.26, 124.20, 14/9/2021
-5.372176, 105.250101, 8, 0.11, 124.20, 14/9/2021
-5.372176, 105.250101, 8, 0.11, 124.20, 14/9/2021
-5.372176, 105.250101, 8, 0.11, 124.20, 14/9/2021
-5.372176, 105.250100, 8, 0.22, 124.20, 14/9/2021
-5.372176, 105.250100, 8, 0.22, 124.20, 14/9/2021
-5.372176, 105.250100, 8, 0.22, 124.60, 14/9/2021
-5.372176, 105.250100, 8, 0.22, 124.60, 14/9/2021
-5.372176, 105.250100, 8, 0.22, 124.60, 14/9/2021
-5.372175, 105.250100, 8, 0.15, 124.60, 14/9/2021
-5.372175, 105.250100, 8, 0.15, 124.60, 14/9/2021
-5.372175, 105.250100, 8, 0.15, 124.50, 14/9/2021
-5.372175, 105.250100, 8, 0.15, 124.50, 14/9/2021
-5.372176, 105.250100, 8, 0.44, 124.50, 14/9/2021
-5.372176, 105.250100, 8, 0.44, 124.50, 14/9/2021
-5.372176, 105.250100, 8, 0.44, 124.70, 14/9/2021
-5.372176, 105.250100, 8, 0.44, 124.70, 14/9/2021
-5.372176, 105.250099, 8, 0.20, 124.70, 14/9/2021
-5.372176, 105.250099, 8, 0.20, 124.70, 14/9/2021
-5.372176, 105.250099, 8, 0.20, 125.10, 14/9/2021
-5.372176, 105.250099, 8, 0.20, 125.10, 14/9/2021
-5.372176, 105.250098, 8, 0.07, 125.10, 14/9/2021
-5.372176, 105.250098, 8, 0.07, 125.10, 14/9/2021
-5.372176, 105.250098, 8, 0.07, 125.10, 14/9/2021
-5.372176, 105.250098, 8, 0.07, 125.10, 14/9/2021
-5.372176, 105.250097, 8, 0.19, 125.10, 14/9/2021
-5.372176, 105.250097, 8, 0.19, 125.10, 14/9/2021
-5.372176, 105.250097, 8, 0.19, 125.40, 14/9/2021
-5.372176, 105.250097, 8, 0.19, 125.40, 14/9/2021
-5.372175, 105.250096, 8, 0.11, 125.40, 14/9/2021
-5.372175, 105.250096, 8, 0.11, 125.40, 14/9/2021
-5.372175, 105.250096, 8, 0.11, 125.40, 14/9/2021
-5.372174, 105.250095, 8, 0.37, 125.40, 14/9/2021
-5.372174, 105.250095, 8, 0.37, 125.40, 14/9/2021
-5.372174, 105.250095, 8, 0.37, 125.70, 14/9/2021
-5.372174, 105.250095, 8, 0.37, 125.70, 14/9/2021
-5.372174, 105.250094, 8, 0.09, 125.70, 14/9/2021
-5.372174, 105.250094, 8, 0.09, 125.70, 14/9/2021
-5.372174, 105.250094, 8, 0.09, 125.70, 14/9/2021
-5.372174, 105.250094, 8, 0.13, 125.70, 14/9/2021
-5.372174, 105.250094, 8, 0.13, 125.70, 14/9/2021
-5.372174, 105.250094, 8, 0.13, 126.20, 14/9/2021
-5.372174, 105.250094, 8, 0.13, 126.20, 14/9/2021
-5.372174, 105.250094, 8, 0.13, 126.20, 14/9/2021
-5.372173, 105.250093, 8, 0.11, 126.20, 14/9/2021
-5.372173, 105.250093, 8, 0.11, 126.20, 14/9/2021
-5.372172, 105.250092, 8, 0.19, 126.20, 14/9/2021
-5.372172, 105.250092, 8, 0.19, 126.20, 14/9/2021
-5.372172, 105.250092, 8, 0.19, 126.80, 14/9/2021
-5.372172, 105.250092, 8, 0.19, 126.80, 14/9/2021
-5.372172, 105.250092, 8, 0.19, 126.80, 14/9/2021
-5.372172, 105.250091, 8, 0.02, 126.80, 14/9/2021
-5.372172, 105.250091, 8, 0.02, 126.80, 14/9/2021
-5.372171, 105.250090, 8, 0.65, 126.80, 14/9/2021
-5.372171, 105.250090, 8, 0.65, 126.80, 14/9/2021
-5.372171, 105.250090, 8, 0.65, 127.60, 14/9/2021
-5.372171, 105.250090, 8, 0.65, 127.60, 14/9/2021
-5.372171, 105.250090, 8, 0.65, 127.60, 14/9/2021
-5.372170, 105.250088, 8, 0.24, 127.60, 14/9/2021
-5.372170, 105.250088, 8, 0.24, 127.60, 14/9/2021
-5.372170, 105.250088, 8, 0.24, 127.60, 14/9/2021
-5.372169, 105.250088, 8, 0.20, 127.60, 14/9/2021
-5.372169, 105.250088, 8, 0.20, 127.60, 14/9/2021
-5.372169, 105.250088, 8, 0.20, 128.20, 14/9/2021
-5.372169, 105.250088, 8, 0.20, 128.20, 14/9/2021
-5.372169, 105.250088, 8, 0.20, 128.20, 14/9/2021
-5.372168, 105.250087, 8, 0.22, 128.20, 14/9/2021
-5.372168, 105.250087, 8, 0.22, 128.20, 14/9/2021
-5.372168, 105.250087, 8, 0.22, 128.20, 14/9/2021
-5.372168, 105.250087, 8, 0.07, 128.20, 14/9/2021
-5.372168, 105.250087, 8, 0.07, 128.20, 14/9/2021
-5.372168, 105.250087, 9, 0.07, 128.30, 14/9/2021
-5.372168, 105.250087, 9, 0.07, 128.30, 14/9/2021
-5.372168, 105.250087, 9, 0.07, 128.30, 14/9/2021
-5.372167, 105.250086, 9, 0.07, 128.30, 14/9/2021
-5.372167, 105.250086, 9, 0.07, 128.30, 14/9/2021
-5.372167, 105.250086, 8, 0.07, 128.50, 14/9/2021
-5.372167, 105.250086, 8, 0.07, 128.50, 14/9/2021
-5.372166, 105.250085, 8, 0.30, 128.50, 14/9/2021
-5.372166, 105.250085, 8, 0.30, 128.50, 14/9/2021
-5.372166, 105.250085, 8, 0.30, 128.50, 14/9/2021
-5.372166, 105.250085, 8, 0.30, 128.50, 14/9/2021
-5.372165, 105.250084, 8, 0.24, 128.50, 14/9/2021
-5.372165, 105.250084, 8, 0.24, 128.50, 14/9/2021
-5.372165, 105.250084, 8, 0.24, 129.10, 14/9/2021
-5.372165, 105.250084, 8, 0.24, 129.10, 14/9/2021
-5.372165, 105.250084, 8, 0.20, 129.10, 14/9/2021
-5.372165, 105.250084, 8, 0.20, 129.10, 14/9/2021
-5.372165, 105.250084, 8, 0.20, 129.10, 14/9/2021
-5.372164, 105.250083, 8, 0.07, 129.10, 14/9/2021
-5.372164, 105.250083, 8, 0.07, 129.10, 14/9/2021
-5.372164, 105.250083, 8, 0.07, 129.30, 14/9/2021
-5.372164, 105.250083, 8, 0.07, 129.30, 14/9/2021
-5.372164, 105.250083, 8, 0.07, 129.30, 14/9/2021
-5.372161, 105.250080, 8, 0.48, 129.30, 14/9/2021
-5.372161, 105.250080, 8, 0.48, 129.30, 14/9/2021
-5.372161, 105.250080, 9, 0.48, 130.10, 14/9/2021
-5.372160, 105.250079, 9, 0.39, 130.10, 14/9/2021
-5.372160, 105.250079, 9, 0.39, 130.10, 14/9/2021
-5.372160, 105.250079, 8, 0.39, 130.40, 14/9/2021
-5.372160, 105.250079, 8, 0.39, 130.40, 14/9/2021
-5.372157, 105.250076, 8, 0.31, 130.40, 14/9/2021
-5.372157, 105.250076, 8, 0.31, 130.40, 14/9/2021
-5.372157, 105.250076, 8, 0.31, 130.40, 14/9/2021
-5.372156, 105.250073, 8, 0.41, 130.40, 14/9/2021
-5.372156, 105.250073, 8, 0.41, 130.40, 14/9/2021
-5.372156, 105.250073, 9, 0.41, 131.90, 14/9/2021
-5.372156, 105.250073, 9, 0.41, 131.90, 14/9/2021
-5.372156, 105.250073, 9, 0.41, 131.90, 14/9/2021
-5.372156, 105.250072, 9, 0.41, 131.90, 14/9/2021
-5.372156, 105.250072, 9, 0.41, 131.90, 14/9/2021
-5.372155, 105.250070, 9, 0.44, 131.90, 14/9/2021
-5.372155, 105.250070, 9, 0.44, 131.90, 14/9/2021
-5.372155, 105.250070, 9, 0.44, 132.60, 14/9/2021
-5.372155, 105.250070, 9, 0.44, 132.60, 14/9/2021
-5.372155, 105.250070, 9, 0.44, 132.60, 14/9/2021
-5.372156, 105.250071, 9, 0.17, 132.60, 14/9/2021
-5.372156, 105.250071, 9, 0.17, 132.60, 14/9/2021
-5.372156, 105.250070, 9, 0.24, 132.60, 14/9/2021
-5.372156, 105.250070, 9, 0.24, 132.60, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.50, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.50, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.50, 14/9/2021
-5.372156, 105.250071, 8, 0.48, 132.50, 14/9/2021
-5.372156, 105.250071, 8, 0.48, 132.50, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.50, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.50, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.30, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.30, 14/9/2021
-5.372156, 105.250070, 8, 0.24, 132.30, 14/9/2021
-5.372156, 105.250069, 8, 0.09, 132.30, 14/9/2021
-5.372156, 105.250069, 8, 0.09, 132.30, 14/9/2021
-5.372156, 105.250069, 8, 0.17, 132.30, 14/9/2021
-5.372156, 105.250069, 8, 0.17, 132.30, 14/9/2021
-5.372156, 105.250069, 8, 0.17, 132.60, 14/9/2021
-5.372156, 105.250069, 8, 0.17, 132.60, 14/9/2021
-5.372156, 105.250069, 8, 0.17, 132.60, 14/9/2021
-5.372155, 105.250068, 8, 0.17, 132.60, 14/9/2021
-5.372155, 105.250068, 8, 0.17, 132.60, 14/9/2021
-5.372154, 105.250067, 8, 0.13, 132.60, 14/9/2021
-5.372154, 105.250067, 8, 0.13, 132.60, 14/9/2021
-5.372154, 105.250067, 9, 0.13, 133.20, 14/9/2021
-5.372154, 105.250067, 9, 0.13, 133.20, 14/9/2021
-5.372154, 105.250067, 9, 0.13, 133.20, 14/9/2021
-5.372153, 105.250065, 9, 0.11, 133.20, 14/9/2021
-5.372153, 105.250065, 9, 0.11, 133.20, 14/9/2021
-5.372153, 105.250065, 9, 0.11, 133.20, 14/9/2021
-5.372151, 105.250063, 9, 0.44, 133.20, 14/9/2021
-5.372151, 105.250063, 9, 0.44, 133.20, 14/9/2021
-5.372151, 105.250063, 9, 0.44, 134.10, 14/9/2021
-5.372151, 105.250063, 9, 0.44, 134.10, 14/9/2021
-5.372151, 105.250063, 9, 0.44, 134.10, 14/9/2021
-5.372150, 105.250062, 9, 0.26, 134.10, 14/9/2021
-5.372150, 105.250062, 9, 0.26, 134.10, 14/9/2021
-5.372150, 105.250062, 9, 0.26, 134.10, 14/9/2021
-5.372150, 105.250062, 9, 0.46, 134.10, 14/9/2021
-5.372150, 105.250062, 9, 0.46, 134.10, 14/9/2021
-5.372150, 105.250062, 9, 0.46, 134.50, 14/9/2021
-5.372150, 105.250062, 9, 0.46, 134.50, 14/9/2021
-5.372150, 105.250062, 9, 0.46, 134.50, 14/9/2021
-5.372150, 105.250062, 9, 0.13, 134.50, 14/9/2021
-5.372150, 105.250062, 9, 0.13, 134.50, 14/9/2021
-5.372150, 105.250062, 8, 0.13, 134.60, 14/9/2021
-5.372150, 105.250062, 8, 0.13, 134.60, 14/9/2021
-5.372149, 105.250060, 8, 0.31, 134.60, 14/9/2021
-5.372149, 105.250060, 8, 0.31, 134.60, 14/9/2021
-5.372149, 105.250060, 8, 0.31, 135.00, 14/9/2021
-5.372149, 105.250060, 8, 0.31, 135.00, 14/9/2021
-5.372149, 105.250060, 8, 0.31, 135.00, 14/9/2021
-5.372150, 105.250063, 8, 1.98, 135.00, 14/9/2021
-5.372150, 105.250063, 8, 1.98, 135.00, 14/9/2021
-5.372150, 105.250063, 8, 1.98, 135.00, 14/9/2021
-5.372149, 105.250062, 8, 0.26, 135.00, 14/9/2021
-5.372149, 105.250062, 8, 0.26, 135.00, 14/9/2021
-5.372149, 105.250062, 8, 0.26, 135.70, 14/9/2021
-5.372149, 105.250062, 8, 0.26, 135.70, 14/9/2021
-5.372151, 105.250060, 8, 1.17, 135.70, 14/9/2021
-5.372151, 105.250060, 8, 1.17, 135.70, 14/9/2021
-5.372151, 105.250060, 8, 1.17, 135.70, 14/9/2021
-5.372145, 105.250060, 8, 1.98, 135.70, 14/9/2021
-5.372145, 105.250060, 8, 1.98, 135.70, 14/9/2021
-5.372145, 105.250060, 8, 1.98, 135.70, 14/9/2021
-5.372145, 105.250060, 8, 1.98, 135.70, 14/9/2021
-5.372137, 105.250056, 8, 3.20, 135.70, 14/9/2021
-5.372137, 105.250056, 8, 3.20, 135.70, 14/9/2021
-5.372137, 105.250056, 8, 3.20, 135.70, 14/9/2021
-5.372135, 105.250057, 8, 1.30, 135.70, 14/9/2021
-5.372135, 105.250057, 8, 1.30, 135.70, 14/9/2021
-5.372135, 105.250057, 8, 1.30, 136.90, 14/9/2021
-5.372135, 105.250057, 8, 1.30, 136.90, 14/9/2021
-5.372144, 105.250059, 8, 2.69, 136.90, 14/9/2021
-5.372144, 105.250059, 8, 2.69, 136.90, 14/9/2021
-5.372144, 105.250059, 8, 2.69, 136.90, 14/9/2021
-5.372144, 105.250059, 8, 2.69, 136.90, 14/9/2021
-5.372143, 105.250060, 8, 0.67, 136.90, 14/9/2021
-5.372143, 105.250060, 8, 0.67, 136.90, 14/9/2021
-5.372143, 105.250060, 8, 0.67, 137.10, 14/9/2021
-5.372143, 105.250060, 8, 0.67, 137.10, 14/9/2021
-5.372143, 105.250060, 8, 0.67, 137.10, 14/9/2021
-5.372145, 105.250059, 8, 0.20, 137.10, 14/9/2021
-5.372145, 105.250059, 8, 0.20, 137.10, 14/9/2021
-5.372145, 105.250059, 8, 0.20, 137.10, 14/9/2021
-5.372145, 105.250056, 8, 0.39, 137.10, 14/9/2021
-5.372145, 105.250056, 8, 0.39, 137.10, 14/9/2021
-5.372145, 105.250056, 8, 0.39, 137.00, 14/9/2021
-5.372145, 105.250056, 8, 0.39, 137.00, 14/9/2021
-5.372145, 105.250056, 8, 0.39, 137.00, 14/9/2021
-5.372146, 105.250056, 8, 0.37, 137.00, 14/9/2021
-5.372146, 105.250056, 8, 0.37, 137.00, 14/9/2021
-5.372146, 105.250056, 8, 0.37, 137.00, 14/9/2021
-5.372146, 105.250058, 8, 0.22, 137.00, 14/9/2021
-5.372146, 105.250058, 8, 0.22, 137.00, 14/9/2021
-5.372146, 105.250058, 8, 0.22, 136.10, 14/9/2021
-5.372146, 105.250058, 8, 0.22, 136.10, 14/9/2021
-5.372146, 105.250058, 8, 0.22, 136.10, 14/9/2021
-5.372144, 105.250056, 8, 0.57, 136.10, 14/9/2021
-5.372144, 105.250056, 8, 0.57, 136.10, 14/9/2021
-5.372144, 105.250056, 8, 0.57, 136.90, 14/9/2021
-5.372144, 105.250056, 8, 0.57, 136.90, 14/9/2021
-5.372145, 105.250054, 8, 0.39, 136.90, 14/9/2021
-5.372145, 105.250054, 8, 0.39, 136.90, 14/9/2021
-5.372145, 105.250054, 8, 0.39, 136.90, 14/9/2021
-5.372144, 105.250054, 8, 0.31, 136.90, 14/9/2021
-5.372144, 105.250054, 8, 0.31, 136.90, 14/9/2021
-5.372144, 105.250054, 8, 0.31, 137.10, 14/9/2021
-5.372144, 105.250054, 8, 0.31, 137.10, 14/9/2021
-5.372144, 105.250054, 8, 0.31, 137.10, 14/9/2021
-5.372146, 105.250056, 8, 0.56, 137.10, 14/9/2021
-5.372146, 105.250056, 8, 0.56, 137.10, 14/9/2021
-5.372146, 105.250056, 8, 0.56, 136.10, 14/9/2021
-5.372146, 105.250056, 8, 0.56, 136.10, 14/9/2021
-5.372145, 105.250055, 8, 0.37, 136.10, 14/9/2021
-5.372145, 105.250055, 8, 0.37, 136.10, 14/9/2021
-5.372145, 105.250055, 8, 0.37, 136.30, 14/9/2021
-5.372145, 105.250055, 8, 0.37, 136.30, 14/9/2021
-5.372146, 105.250056, 8, 0.13, 136.30, 14/9/2021
-5.372146, 105.250056, 8, 0.13, 136.30, 14/9/2021
-5.372146, 105.250056, 8, 0.13, 135.80, 14/9/2021
-5.372146, 105.250056, 8, 0.13, 135.80, 14/9/2021
-5.372147, 105.250056, 8, 0.31, 135.80, 14/9/2021
-5.372147, 105.250056, 8, 0.31, 135.80, 14/9/2021
-5.372147, 105.250056, 8, 0.31, 135.60, 14/9/2021
-5.372147, 105.250056, 8, 0.31, 135.60, 14/9/2021
-5.372144, 105.250054, 8, 0.57, 135.60, 14/9/2021
-5.372144, 105.250054, 8, 0.57, 135.60, 14/9/2021
-5.372144, 105.250054, 8, 0.57, 136.20, 14/9/2021
-5.372144, 105.250054, 8, 0.57, 136.20, 14/9/2021
-5.372142, 105.250051, 8, 0.57, 136.20, 14/9/2021
-5.372142, 105.250051, 8, 0.57, 136.20, 14/9/2021
-5.372142, 105.250051, 8, 0.57, 136.20, 14/9/2021
-5.372142, 105.250051, 8, 0.57, 136.20, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 136.20, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 136.20, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 137.00, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 137.00, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 137.00, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 136.80, 14/9/2021
-5.372142, 105.250050, 8, 0.41, 136.80, 14/9/2021
-5.372142, 105.250051, 8, 0.39, 136.80, 14/9/2021
-5.372142, 105.250051, 8, 0.39, 136.80, 14/9/2021
-5.372142, 105.250051, 8, 0.39, 136.80, 14/9/2021
-5.372142, 105.250051, 8, 0.37, 136.80, 14/9/2021
-5.372142, 105.250051, 8, 0.37, 136.80, 14/9/2021
-5.372142, 105.250051, 8, 0.37, 135.90, 14/9/2021
-5.372142, 105.250051, 8, 0.37, 135.90, 14/9/2021
-5.372142, 105.250051, 8, 0.37, 135.90, 14/9/2021
-5.372142, 105.250050, 8, 0.61, 135.90, 14/9/2021
-5.372142, 105.250050, 8, 0.61, 135.90, 14/9/2021
-5.372143, 105.250051, 8, 0.17, 135.90, 14/9/2021
-5.372143, 105.250051, 8, 0.17, 135.90, 14/9/2021
-5.372143, 105.250051, 8, 0.17, 136.00, 14/9/2021
-5.372143, 105.250051, 8, 0.17, 136.00, 14/9/2021
-5.372143, 105.250051, 8, 0.17, 136.00, 14/9/2021
-5.372142, 105.250050, 8, 0.59, 136.00, 14/9/2021
-5.372142, 105.250050, 8, 0.59, 136.00, 14/9/2021
-5.372141, 105.250049, 8, 0.65, 136.00, 14/9/2021
-5.372141, 105.250049, 8, 0.65, 136.00, 14/9/2021
-5.372141, 105.250049, 8, 0.65, 136.10, 14/9/2021
-5.372141, 105.250049, 8, 0.65, 136.10, 14/9/2021
-5.372141, 105.250049, 8, 0.65, 136.10, 14/9/2021
-5.372140, 105.250049, 8, 0.67, 136.10, 14/9/2021
-5.372140, 105.250049, 8, 0.67, 136.10, 14/9/2021
-5.372141, 105.250050, 8, 0.30, 136.10, 14/9/2021
-5.372141, 105.250050, 8, 0.30, 136.10, 14/9/2021
-5.372141, 105.250050, 8, 0.30, 135.40, 14/9/2021
-5.372141, 105.250050, 8, 0.30, 135.40, 14/9/2021
-5.372141, 105.250050, 8, 0.30, 135.40, 14/9/2021
-5.372140, 105.250049, 8, 0.57, 135.40, 14/9/2021
-5.372140, 105.250049, 8, 0.57, 135.40, 14/9/2021
-5.372138, 105.250047, 8, 0.98, 135.40, 14/9/2021
-5.372138, 105.250047, 8, 0.98, 135.40, 14/9/2021
-5.372138, 105.250047, 8, 0.98, 136.00, 14/9/2021
-5.372138, 105.250047, 8, 0.98, 136.00, 14/9/2021
-5.372138, 105.250047, 8, 0.98, 136.00, 14/9/2021
-5.372138, 105.250048, 8, 0.41, 136.00, 14/9/2021
-5.372138, 105.250048, 8, 0.41, 136.00, 14/9/2021
-5.372138, 105.250048, 8, 0.41, 136.00, 14/9/2021
-5.372137, 105.250048, 8, 0.43, 136.00, 14/9/2021
-5.372137, 105.250048, 8, 0.43, 136.00, 14/9/2021
-5.372137, 105.250048, 9, 0.43, 135.70, 14/9/2021
-5.372137, 105.250048, 9, 0.43, 135.70, 14/9/2021
-5.372137, 105.250048, 9, 0.43, 135.70, 14/9/2021
-5.372137, 105.250048, 9, 0.26, 135.70, 14/9/2021
-5.372137, 105.250048, 9, 0.26, 135.70, 14/9/2021
-5.372137, 105.250048, 9, 0.26, 135.70, 14/9/2021
-5.372133, 105.250045, 9, 1.09, 135.70, 14/9/2021
-5.372133, 105.250045, 9, 1.09, 135.70, 14/9/2021
-5.372133, 105.250045, 9, 1.09, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 1.09, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 1.09, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.50, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.50, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.50, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.50, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.33, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.33, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.33, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.33, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.33, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.59, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.59, 136.40, 14/9/2021
-5.372133, 105.250045, 9, 0.59, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.26, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.26, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.26, 136.40, 14/9/2021
-5.372132, 105.250044, 9, 0.26, 136.40, 14/9/2021
-5.372130, 105.250043, 9, 0.48, 136.40, 14/9/2021
-5.372130, 105.250043, 9, 0.48, 136.40, 14/9/2021
-5.372130, 105.250043, 9, 0.48, 137.00, 14/9/2021
-5.372130, 105.250043, 9, 0.48, 137.00, 14/9/2021
-5.372127, 105.250039, 9, 0.72, 137.00, 14/9/2021
-5.372127, 105.250039, 9, 0.72, 137.00, 14/9/2021
-5.372127, 105.250039, 9, 0.72, 137.00, 14/9/2021
-5.372126, 105.250039, 9, 0.48, 137.00, 14/9/2021
-5.372126, 105.250039, 9, 0.48, 137.00, 14/9/2021
-5.372126, 105.250039, 9, 0.48, 138.00, 14/9/2021
-5.372126, 105.250039, 9, 0.48, 138.00, 14/9/2021
-5.372126, 105.250039, 9, 0.48, 138.00, 14/9/2021
-5.372123, 105.250036, 9, 0.83, 138.00, 14/9/2021
-5.372123, 105.250036, 9, 0.83, 138.00, 14/9/2021
-5.372123, 105.250036, 9, 0.83, 138.90, 14/9/2021
-5.372123, 105.250036, 9, 0.83, 138.90, 14/9/2021
-5.372124, 105.250036, 9, 0.57, 138.90, 14/9/2021
-5.372124, 105.250036, 9, 0.57, 138.90, 14/9/2021
-5.372124, 105.250036, 9, 0.57, 138.90, 14/9/2021
-5.372124, 105.250036, 9, 0.57, 138.90, 14/9/2021
-5.372124, 105.250036, 9, 0.57, 138.90, 14/9/2021
-5.372124, 105.250038, 9, 0.15, 138.90, 14/9/2021
-5.372124, 105.250038, 9, 0.15, 138.90, 14/9/2021
-5.372126, 105.250040, 9, 0.50, 138.90, 14/9/2021
-5.372126, 105.250040, 9, 0.50, 138.90, 14/9/2021
-5.372126, 105.250040, 9, 0.50, 137.70, 14/9/2021
-5.372126, 105.250040, 9, 0.50, 137.70, 14/9/2021
-5.372127, 105.250041, 9, 0.19, 137.70, 14/9/2021
-5.372127, 105.250041, 9, 0.19, 137.70, 14/9/2021
-5.372127, 105.250041, 9, 0.19, 137.70, 14/9/2021
-5.372126, 105.250040, 9, 0.19, 137.70, 14/9/2021
-5.372126, 105.250040, 9, 0.19, 137.70, 14/9/2021
-5.372126, 105.250040, 9, 0.19, 137.90, 14/9/2021
-5.372126, 105.250040, 9, 0.19, 137.90, 14/9/2021
-5.372126, 105.250040, 9, 0.19, 137.90, 14/9/2021
-5.372125, 105.250039, 9, 0.26, 137.90, 14/9/2021
-5.372125, 105.250039, 9, 0.26, 137.90, 14/9/2021
-5.372125, 105.250039, 9, 0.26, 137.90, 14/9/2021
-5.372124, 105.250038, 9, 0.24, 137.90, 14/9/2021
-5.372124, 105.250038, 9, 0.24, 137.90, 14/9/2021
-5.372124, 105.250038, 9, 0.24, 138.80, 14/9/2021
-5.372124, 105.250038, 9, 0.24, 138.80, 14/9/2021
-5.372124, 105.250038, 9, 0.24, 138.80, 14/9/2021
-5.372125, 105.250040, 9, 0.09, 138.80, 14/9/2021
-5.372125, 105.250040, 9, 0.09, 138.80, 14/9/2021
-5.372125, 105.250040, 9, 0.09, 138.80, 14/9/2021
-5.372126, 105.250042, 9, 0.50, 138.80, 14/9/2021
-5.372126, 105.250042, 9, 0.50, 138.80, 14/9/2021
-5.372126, 105.250042, 9, 0.50, 137.70, 14/9/2021
-5.372126, 105.250042, 9, 0.50, 137.70, 14/9/2021
-5.372126, 105.250042, 9, 0.50, 137.70, 14/9/2021
-5.372127, 105.250042, 9, 0.24, 137.70, 14/9/2021
-5.372127, 105.250042, 9, 0.24, 137.70, 14/9/2021
-5.372127, 105.250042, 9, 0.24, 137.70, 14/9/2021
-5.372127, 105.250042, 9, 0.24, 137.70, 14/9/2021
-5.372127, 105.250042, 9, 0.24, 137.70, 14/9/2021
-5.372128, 105.250044, 9, 0.15, 137.70, 14/9/2021
-5.372128, 105.250044, 9, 0.15, 137.70, 14/9/2021
-5.372129, 105.250045, 9, 0.17, 137.70, 14/9/2021
-5.372129, 105.250045, 9, 0.17, 137.70, 14/9/2021
-5.372129, 105.250045, 9, 0.17, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.17, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.17, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.35, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.35, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.35, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.44, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.44, 137.00, 14/9/2021
-5.372129, 105.250045, 9, 0.44, 137.10, 14/9/2021
-5.372129, 105.250045, 9, 0.44, 137.10, 14/9/2021
-5.372129, 105.250045, 9, 0.44, 137.10, 14/9/2021
-5.372129, 105.250044, 9, 0.52, 137.10, 14/9/2021
-5.372129, 105.250044, 9, 0.52, 137.10, 14/9/2021
-5.372129, 105.250044, 9, 0.52, 137.50, 14/9/2021
-5.372129, 105.250044, 9, 0.52, 137.50, 14/9/2021
-5.372129, 105.250043, 9, 0.31, 137.50, 14/9/2021
-5.372129, 105.250043, 9, 0.31, 137.50, 14/9/2021
-5.372129, 105.250043, 9, 0.31, 137.90, 14/9/2021
-5.372129, 105.250043, 9, 0.31, 137.90, 14/9/2021
-5.372131, 105.250044, 9, 0.83, 137.90, 14/9/2021
-5.372131, 105.250044, 9, 0.83, 137.90, 14/9/2021
-5.372131, 105.250044, 9, 0.83, 138.10, 14/9/2021
