Latitude referensi,Longitude referensi,Latitude modul,Longitude modul
-5.3721512,105.250096,-5.372159,105.250093
-5.3721512,105.250096,-5.372159,105.250093
-5.3721512,105.250096,-5.372159,105.250093
-5.3721512,105.250096,-5.37216,105.250093
-5.3721512,105.250096,-5.37216,105.250093
-5.3721512,105.250096,-5.37216,105.250093
-5.3721512,105.250096,-5.37216,105.250093
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.372161,105.250095
-5.3721512,105.250096,-5.37216,105.250095
-5.3721512,105.250096,-5.37216,105.250095
-5.3721512,105.250096,-5.37216,105.250095
-5.3721512,105.250096,-5.37216,105.250095
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372162,105.250098
-5.3721512,105.250096,-5.372162,105.250098
-5.3721512,105.250096,-5.372162,105.250098
-5.3721512,105.250096,-5.372162,105.250098
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372161,105.250097
-5.3721512,105.250096,-5.372163,105.250099
-5.3721512,105.250096,-5.372163,105.250099
-5.3721512,105.250096,-5.372163,105.250099
-5.3721512,105.250096,-5.372163,105.250099
-5.3721512,105.250096,-5.372162,105.250099
-5.3721512,105.250096,-5.372162,105.250099
-5.3721512,105.250096,-5.372162,105.250099
-5.3721512,105.250096,-5.372162,105.250099
-5.3721512,105.250096,-5.372162,105.2501
-5.3721512,105.250096,-5.372162,105.2501
-5.3721512,105.250096,-5.372162,105.2501
-5.3721512,105.250096,-5.372162,105.2501
-5.3721512,105.250096,-5.372164,105.250102
-5.3721512,105.250096,-5.372164,105.250102
-5.3721512,105.250096,-5.372164,105.250102
-5.3721512,105.250096,-5.372164,105.250102
-5.3721512,105.250096,-5.372164,105.250104
-5.3721512,105.250096,-5.372164,105.250104
-5.3721512,105.250096,-5.372164,105.250104
-5.3721512,105.250096,-5.372164,105.250104
-5.3721512,105.250096,-5.372164,105.250105
-5.3721512,105.250096,-5.372164,105.250105
-5.3721512,105.250096,-5.372164,105.250105
-5.3721512,105.250096,-5.372164,105.250105
-5.3721512,105.250096,-5.372163,105.250105
-5.3721512,105.250096,-5.372163,105.250105
-5.3721512,105.250096,-5.372163,105.250105
-5.3721512,105.250096,-5.372163,105.250105
-5.3721512,105.250096,-5.372163,105.250105
-5.3721512,105.250096,-5.372162,105.250105
-5.3721512,105.250096,-5.372162,105.250105
-5.3721512,105.250096,-5.372162,105.250105
-5.3721512,105.250096,-5.372162,105.250105
-5.3721512,105.250096,-5.372162,105.250105
-5.3721512,105.250096,-5.372162,105.250106
-5.3721512,105.250096,-5.372162,105.250106
-5.3721512,105.250096,-5.372163,105.250107
-5.3721512,105.250096,-5.372163,105.250107
-5.3721512,105.250096,-5.372163,105.250107
-5.3721512,105.250096,-5.372163,105.250107
-5.3721512,105.250096,-5.372162,105.250107
-5.3721512,105.250096,-5.372162,105.250107
-5.3721512,105.250096,-5.372162,105.250107
-5.3721512,105.250096,-5.372162,105.250107
-5.3721512,105.250096,-5.372162,105.250107
-5.3721512,105.250096,-5.37216,105.250107
-5.3721512,105.250096,-5.37216,105.250107
-5.3721512,105.250096,-5.37216,105.250107
-5.3721512,105.250096,-5.37216,105.250107
-5.3721512,105.250096,-5.372159,105.250106
-5.3721512,105.250096,-5.372159,105.250106
-5.3721512,105.250096,-5.372159,105.250106
-5.3721512,105.250096,-5.372158,105.250106
-5.3721512,105.250096,-5.372158,105.250106
-5.3721512,105.250096,-5.372158,105.250106
-5.3721512,105.250096,-5.372158,105.250106
-5.3721512,105.250096,-5.372158,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372156,105.250106
-5.3721512,105.250096,-5.372156,105.250106
-5.3721512,105.250096,-5.372156,105.250106
-5.3721512,105.250096,-5.372156,105.250106
-5.3721512,105.250096,-5.372156,105.250107
-5.3721512,105.250096,-5.372156,105.250107
-5.3721512,105.250096,-5.372156,105.250107
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372157,105.250106
-5.3721512,105.250096,-5.372155,105.250107
-5.3721512,105.250096,-5.372155,105.250107
-5.3721512,105.250096,-5.372155,105.250107
-5.3721512,105.250096,-5.372152,105.250106
-5.3721512,105.250096,-5.372152,105.250106
-5.3721512,105.250096,-5.372152,105.250106
-5.3721512,105.250096,-5.372152,105.250106
-5.3721512,105.250096,-5.372152,105.250106
-5.3721512,105.250096,-5.372149,105.250106
-5.3721512,105.250096,-5.372149,105.250106
-5.3721512,105.250096,-5.372149,105.250106
-5.3721512,105.250096,-5.372149,105.250106
-5.3721512,105.250096,-5.372148,105.250106
-5.3721512,105.250096,-5.372148,105.250106
-5.3721512,105.250096,-5.372148,105.250106
-5.3721512,105.250096,-5.372147,105.250106
-5.3721512,105.250096,-5.372147,105.250106
-5.3721512,105.250096,-5.372147,105.250106
-5.3721512,105.250096,-5.372147,105.250106
-5.3721512,105.250096,-5.372147,105.250106
-5.3721512,105.250096,-5.372146,105.250106
-5.3721512,105.250096,-5.372146,105.250106
-5.3721512,105.250096,-5.372146,105.250106
-5.3721512,105.250096,-5.372146,105.250106
-5.3721512,105.250096,-5.372146,105.250106
-5.3721512,105.250096,-5.372144,105.250106
-5.3721512,105.250096,-5.372144,105.250106
-5.3721512,105.250096,-5.372144,105.250106
-5.3721512,105.250096,-5.372144,105.250106
-5.3721512,105.250096,-5.372143,105.250105
-5.3721512,105.250096,-5.372143,105.250105
-5.3721512,105.250096,-5.372143,105.250105
-5.3721512,105.250096,-5.372141,105.250105
-5.3721512,105.250096,-5.372141,105.250105
-5.3721512,105.250096,-5.372141,105.250105
-5.3721512,105.250096,-5.372141,105.250105
-5.3721512,105.250096,-5.37214,105.250106
-5.3721512,105.250096,-5.37214,105.250106
-5.3721512,105.250096,-5.37214,105.250106
-5.3721512,105.250096,-5.37214,105.250106
-5.3721512,105.250096,-5.372138,105.250106
-5.3721512,105.250096,-5.372138,105.250106
-5.3721512,105.250096,-5.372138,105.250106
-5.3721512,105.250096,-5.372138,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372137,105.250106
-5.3721512,105.250096,-5.372136,105.250106
-5.3721512,105.250096,-5.372136,105.250106
-5.3721512,105.250096,-5.372136,105.250106
-5.3721512,105.250096,-5.372136,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372135,105.250106
-5.3721512,105.250096,-5.372134,105.250106
-5.3721512,105.250096,-5.372134,105.250106
-5.3721512,105.250096,-5.372134,105.250106
-5.3721512,105.250096,-5.372134,105.250106
-5.3721512,105.250096,-5.372133,105.250107
-5.3721512,105.250096,-5.372133,105.250107
-5.3721512,105.250096,-5.372133,105.250107
-5.3721512,105.250096,-5.372133,105.250107
-5.3721512,105.250096,-5.372133,105.250107
-5.3721512,105.250096,-5.372129,105.250108
-5.3721512,105.250096,-5.372129,105.250108
-5.3721512,105.250096,-5.372129,105.250108
-5.3721512,105.250096,-5.372129,105.250108
-5.3721512,105.250096,-5.372129,105.250108
-5.3721512,105.250096,-5.372126,105.25011
-5.3721512,105.250096,-5.372126,105.25011
-5.3721512,105.250096,-5.372126,105.25011
-5.3721512,105.250096,-5.372125,105.25011
-5.3721512,105.250096,-5.372125,105.25011
-5.3721512,105.250096,-5.372125,105.25011
-5.3721512,105.250096,-5.372125,105.25011
-5.3721512,105.250096,-5.372123,105.250111
-5.3721512,105.250096,-5.372123,105.250111
-5.3721512,105.250096,-5.372123,105.250111
-5.3721512,105.250096,-5.372122,105.250111
-5.3721512,105.250096,-5.372122,105.250111
-5.3721512,105.250096,-5.372122,105.250111
-5.3721512,105.250096,-5.372122,105.250111
-5.3721512,105.250096,-5.372122,105.250111
-5.3721512,105.250096,-5.372123,105.250112
-5.3721512,105.250096,-5.372123,105.250112
-5.3721512,105.250096,-5.372123,105.250112
-5.3721512,105.250096,-5.372123,105.250112
-5.3721512,105.250096,-5.372124,105.250113
-5.3721512,105.250096,-5.372124,105.250113
-5.3721512,105.250096,-5.372124,105.250113
-5.3721512,105.250096,-5.372126,105.250113
-5.3721512,105.250096,-5.372126,105.250113
-5.3721512,105.250096,-5.372126,105.250113
-5.3721512,105.250096,-5.372126,105.250113
-5.3721512,105.250096,-5.372126,105.250113
-5.3721512,105.250096,-5.372126,105.250114
-5.3721512,105.250096,-5.372126,105.250114
-5.3721512,105.250096,-5.372126,105.250114
-5.3721512,105.250096,-5.372126,105.250114
-5.3721512,105.250096,-5.372128,105.250114
-5.3721512,105.250096,-5.372128,105.250114
-5.3721512,105.250096,-5.372128,105.250114
-5.3721512,105.250096,-5.372128,105.250114
-5.3721512,105.250096,-5.37213,105.250114
-5.3721512,105.250096,-5.37213,105.250114
-5.3721512,105.250096,-5.37213,105.250114
-5.3721512,105.250096,-5.37213,105.250114
-5.3721512,105.250096,-5.372132,105.250113
-5.3721512,105.250096,-5.372132,105.250113
-5.3721512,105.250096,-5.372132,105.250113
-5.3721512,105.250096,-5.372132,105.250113
-5.3721512,105.250096,-5.372133,105.250113
-5.3721512,105.250096,-5.372133,105.250113
-5.3721512,105.250096,-5.372133,105.250113
-5.3721512,105.250096,-5.372133,105.250113
-5.3721512,105.250096,-5.372135,105.250113
-5.3721512,105.250096,-5.372135,105.250113
-5.3721512,105.250096,-5.372135,105.250113
-5.3721512,105.250096,-5.372135,105.250113
-5.3721512,105.250096,-5.372136,105.250113
-5.3721512,105.250096,-5.372136,105.250113
-5.3721512,105.250096,-5.372136,105.250113
-5.3721512,105.250096,-5.372136,105.250113
-5.3721512,105.250096,-5.372136,105.250113
-5.3721512,105.250096,-5.372137,105.250113
-5.3721512,105.250096,-5.372137,105.250113
-5.3721512,105.250096,-5.372137,105.250113
-5.3721512,105.250096,-5.372137,105.250113
-5.3721512,105.250096,-5.37214,105.250112
-5.3721512,105.250096,-5.37214,105.250112
-5.3721512,105.250096,-5.37214,105.250112
-5.3721512,105.250096,-5.37214,105.250112
-5.3721512,105.250096,-5.372142,105.250112
-5.3721512,105.250096,-5.372142,105.250112
-5.3721512,105.250096,-5.372142,105.250112
-5.3721512,105.250096,-5.372142,105.250112
-5.3721512,105.250096,-5.372144,105.250112
-5.3721512,105.250096,-5.372144,105.250112
-5.3721512,105.250096,-5.372144,105.250112
-5.3721512,105.250096,-5.372144,105.250112
-5.3721512,105.250096,-5.372144,105.250111
-5.3721512,105.250096,-5.372144,105.250111
-5.3721512,105.250096,-5.372144,105.250111
-5.3721512,105.250096,-5.372144,105.250111
-5.3721512,105.250096,-5.372146,105.250111
-5.3721512,105.250096,-5.372146,105.250111
-5.3721512,105.250096,-5.372146,105.250111
-5.3721512,105.250096,-5.372146,105.250111
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372149,105.25011
-5.3721512,105.250096,-5.372146,105.25011
-5.3721512,105.250096,-5.372146,105.25011
-5.3721512,105.250096,-5.372146,105.25011
-5.3721512,105.250096,-5.372146,105.25011
-5.3721512,105.250096,-5.372145,105.25011
-5.3721512,105.250096,-5.372145,105.25011
-5.3721512,105.250096,-5.372145,105.25011
-5.3721512,105.250096,-5.372145,105.25011
-5.3721512,105.250096,-5.372145,105.250109
-5.3721512,105.250096,-5.372145,105.250109
-5.3721512,105.250096,-5.372145,105.250109
-5.3721512,105.250096,-5.372144,105.250109
-5.3721512,105.250096,-5.372144,105.250109
-5.3721512,105.250096,-5.372144,105.250109
-5.3721512,105.250096,-5.372144,105.250109
-5.3721512,105.250096,-5.372146,105.250108
-5.3721512,105.250096,-5.372146,105.250108
-5.3721512,105.250096,-5.372146,105.250108
-5.3721512,105.250096,-5.372146,105.250108
-5.3721512,105.250096,-5.372146,105.250108
-5.3721512,105.250096,-5.372146,105.250108
-5.3721512,105.250096,-5.372145,105.250108
-5.3721512,105.250096,-5.372145,105.250108
-5.3721512,105.250096,-5.372145,105.250108
-5.3721512,105.250096,-5.372143,105.250107
-5.3721512,105.250096,-5.372143,105.250107
-5.3721512,105.250096,-5.372143,105.250107
-5.3721512,105.250096,-5.372143,105.250107
-5.3721512,105.250096,-5.372143,105.250107
-5.3721512,105.250096,-5.372143,105.250106
-5.3721512,105.250096,-5.372143,105.250106
-5.3721512,105.250096,-5.372143,105.250106
-5.3721512,105.250096,-5.372142,105.250105
-5.3721512,105.250096,-5.372142,105.250105
-5.3721512,105.250096,-5.372142,105.250105
-5.3721512,105.250096,-5.372142,105.250105
-5.3721512,105.250096,-5.372142,105.250105
-5.3721512,105.250096,-5.372144,105.250105
-5.3721512,105.250096,-5.372144,105.250105
-5.3721512,105.250096,-5.372144,105.250105
-5.3721512,105.250096,-5.372146,105.250104
-5.3721512,105.250096,-5.372146,105.250104
-5.3721512,105.250096,-5.372146,105.250104
-5.3721512,105.250096,-5.372146,105.250104
-5.3721512,105.250096,-5.372146,105.250104
-5.3721512,105.250096,-5.372147,105.250103
-5.3721512,105.250096,-5.372147,105.250103
-5.3721512,105.250096,-5.372147,105.250102
-5.3721512,105.250096,-5.372147,105.250102
-5.3721512,105.250096,-5.372147,105.250102
-5.3721512,105.250096,-5.372147,105.250102
-5.3721512,105.250096,-5.372146,105.250101
-5.3721512,105.250096,-5.372146,105.250101
-5.3721512,105.250096,-5.372146,105.250101
-5.3721512,105.250096,-5.372146,105.250101
-5.3721512,105.250096,-5.372146,105.250101
-5.3721512,105.250096,-5.372147,105.2501
-5.3721512,105.250096,-5.372147,105.2501
-5.3721512,105.250096,-5.372147,105.2501
-5.3721512,105.250096,-5.372147,105.2501
-5.3721512,105.250096,-5.372148,105.250099
-5.3721512,105.250096,-5.372148,105.250099
-5.3721512,105.250096,-5.372148,105.250099
-5.3721512,105.250096,-5.372148,105.250099
-5.3721512,105.250096,-5.372151,105.250098
-5.3721512,105.250096,-5.372151,105.250098
-5.3721512,105.250096,-5.372151,105.250098
-5.3721512,105.250096,-5.372153,105.250096
-5.3721512,105.250096,-5.372153,105.250096
-5.3721512,105.250096,-5.372153,105.250096
-5.3721512,105.250096,-5.372153,105.250096
-5.3721512,105.250096,-5.372153,105.250096
-5.3721512,105.250096,-5.372154,105.250096
-5.3721512,105.250096,-5.372154,105.250096
-5.3721512,105.250096,-5.372154,105.250096
-5.3721512,105.250096,-5.372157,105.250095
-5.3721512,105.250096,-5.372157,105.250095
-5.3721512,105.250096,-5.372157,105.250095
-5.3721512,105.250096,-5.372157,105.250095
-5.3721512,105.250096,-5.372157,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372156,105.250095
-5.3721512,105.250096,-5.372158,105.250093
-5.3721512,105.250096,-5.372158,105.250093
-5.3721512,105.250096,-5.372158,105.250093
-5.3721512,105.250096,-5.37216,105.250092
-5.3721512,105.250096,-5.37216,105.250092
-5.3721512,105.250096,-5.37216,105.250092
-5.3721512,105.250096,-5.37216,105.250092
-5.3721512,105.250096,-5.37216,105.250092
-5.3721512,105.250096,-5.37216,105.250091
-5.3721512,105.250096,-5.37216,105.250091
-5.3721512,105.250096,-5.37216,105.250091
-5.3721512,105.250096,-5.37216,105.250091
-5.3721512,105.250096,-5.372163,105.250091
-5.3721512,105.250096,-5.372163,105.250091
-5.3721512,105.250096,-5.372163,105.250091
-5.3721512,105.250096,-5.372163,105.250091
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.250089
-5.3721512,105.250096,-5.372163,105.250089
-5.3721512,105.250096,-5.372163,105.250089
-5.3721512,105.250096,-5.372163,105.250089
-5.3721512,105.250096,-5.372164,105.250088
-5.3721512,105.250096,-5.372164,105.250088
-5.3721512,105.250096,-5.372164,105.250088
-5.3721512,105.250096,-5.372163,105.250087
-5.3721512,105.250096,-5.372163,105.250087
-5.3721512,105.250096,-5.372163,105.250087
-5.3721512,105.250096,-5.372163,105.250087
-5.3721512,105.250096,-5.372163,105.250088
-5.3721512,105.250096,-5.372163,105.250088
-5.3721512,105.250096,-5.372163,105.250088
-5.3721512,105.250096,-5.372163,105.250088
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372162,105.250089
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372163,105.25009
-5.3721512,105.250096,-5.372164,105.250092
-5.3721512,105.250096,-5.372164,105.250092
-5.3721512,105.250096,-5.372164,105.250092
-5.3721512,105.250096,-5.372164,105.250092
-5.3721512,105.250096,-5.372166,105.250092
-5.3721512,105.250096,-5.372166,105.250092
-5.3721512,105.250096,-5.372166,105.250092
-5.3721512,105.250096,-5.372168,105.250092
-5.3721512,105.250096,-5.372168,105.250092
-5.3721512,105.250096,-5.372168,105.250092
-5.3721512,105.250096,-5.372168,105.250092
-5.3721512,105.250096,-5.372168,105.250092
-5.3721512,105.250096,-5.372167,105.250092
-5.3721512,105.250096,-5.372167,105.250092
-5.3721512,105.250096,-5.372167,105.250092
-5.3721512,105.250096,-5.372166,105.25009
-5.3721512,105.250096,-5.372166,105.25009
-5.3721512,105.250096,-5.372166,105.25009
-5.3721512,105.250096,-5.372166,105.25009
-5.3721512,105.250096,-5.372166,105.25009
-5.3721512,105.250096,-5.372168,105.250091
-5.3721512,105.250096,-5.372168,105.250091
-5.3721512,105.250096,-5.372168,105.250091
-5.3721512,105.250096,-5.372168,105.25009
-5.3721512,105.250096,-5.372168,105.25009
-5.3721512,105.250096,-5.372168,105.25009
-5.3721512,105.250096,-5.372168,105.25009
-5.3721512,105.250096,-5.372168,105.25009
-5.3721512,105.250096,-5.372167,105.25009
-5.3721512,105.250096,-5.372167,105.25009
-5.3721512,105.250096,-5.372167,105.25009
-5.3721512,105.250096,-5.372167,105.25009
-5.3721512,105.250096,-5.372167,105.250088
-5.3721512,105.250096,-5.372167,105.250088
-5.3721512,105.250096,-5.372167,105.250088
-5.3721512,105.250096,-5.372168,105.250088
-5.3721512,105.250096,-5.372168,105.250088
-5.3721512,105.250096,-5.372168,105.250088
-5.3721512,105.250096,-5.372168,105.250088
-5.3721512,105.250096,-5.372168,105.250088
-5.3721512,105.250096,-5.372169,105.250088
-5.3721512,105.250096,-5.372169,105.250088
-5.3721512,105.250096,-5.372169,105.250088
-5.3721512,105.250096,-5.372167,105.250086
-5.3721512,105.250096,-5.372167,105.250086
-5.3721512,105.250096,-5.372167,105.250086
-5.3721512,105.250096,-5.372167,105.250086
-5.3721512,105.250096,-5.372167,105.250086
-5.3721512,105.250096,-5.372163,105.250084
-5.3721512,105.250096,-5.372163,105.250084
-5.3721512,105.250096,-5.372163,105.250084
-5.3721512,105.250096,-5.372162,105.250082
-5.3721512,105.250096,-5.372162,105.250082
-5.3721512,105.250096,-5.372162,105.250082
-5.3721512,105.250096,-5.372162,105.250082
-5.3721512,105.250096,-5.372162,105.250082
-5.3721512,105.250096,-5.372162,105.25008
-5.3721512,105.250096,-5.372162,105.25008
-5.3721512,105.250096,-5.372162,105.25008
-5.3721512,105.250096,-5.372162,105.25008
-5.3721512,105.250096,-5.372159,105.250079
-5.3721512,105.250096,-5.372159,105.250079
-5.3721512,105.250096,-5.372159,105.250079
-5.3721512,105.250096,-5.372155,105.250078
-5.3721512,105.250096,-5.372155,105.250078
-5.3721512,105.250096,-5.372155,105.250078
-5.3721512,105.250096,-5.372155,105.250078
-5.3721512,105.250096,-5.372155,105.250078
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372154,105.250076
-5.3721512,105.250096,-5.372154,105.250076
-5.3721512,105.250096,-5.372154,105.250076
-5.3721512,105.250096,-5.372154,105.250076
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372154,105.250077
-5.3721512,105.250096,-5.372151,105.250075
-5.3721512,105.250096,-5.372151,105.250075
-5.3721512,105.250096,-5.372151,105.250075
-5.3721512,105.250096,-5.372151,105.250075
-5.3721512,105.250096,-5.372145,105.250072
-5.3721512,105.250096,-5.372145,105.250072
-5.3721512,105.250096,-5.372145,105.250072
-5.3721512,105.250096,-5.372145,105.250072
-5.3721512,105.250096,-5.372147,105.250071
-5.3721512,105.250096,-5.372147,105.250071
-5.3721512,105.250096,-5.372147,105.250071
-5.3721512,105.250096,-5.372147,105.250071
-5.3721512,105.250096,-5.372147,105.250071
-5.3721512,105.250096,-5.372146,105.250069
-5.3721512,105.250096,-5.372146,105.250069
-5.3721512,105.250096,-5.372146,105.250069
-5.3721512,105.250096,-5.372146,105.250069
-5.3721512,105.250096,-5.372144,105.250067
-5.3721512,105.250096,-5.372144,105.250067
-5.3721512,105.250096,-5.372144,105.250067
-5.3721512,105.250096,-5.372141,105.250065
-5.3721512,105.250096,-5.372141,105.250065
-5.3721512,105.250096,-5.372141,105.250065
-5.3721512,105.250096,-5.372141,105.250064
-5.3721512,105.250096,-5.372141,105.250064
-5.3721512,105.250096,-5.372141,105.250064
-5.3721512,105.250096,-5.372141,105.250064
-5.3721512,105.250096,-5.372141,105.250064
-5.3721512,105.250096,-5.372141,105.250063
-5.3721512,105.250096,-5.372141,105.250063
-5.3721512,105.250096,-5.372141,105.250063
-5.3721512,105.250096,-5.372137,105.250061
